,median_rent_pct_income,median_rent_pct_income_moe,zip
14488,43.1,11.1,44093
14489,28.2,2.2,44094
14490,29.1,3.2,44095
14491,-666666666.0,-222222222.0,44099
14492,-666666666.0,-222222222.0,44101
14493,30.2,1.7,44102
14494,33.1,3.9,44103
14495,31.7,3.2,44104
14496,32.9,3.4,44105
14497,30.6,2.4,44106
14498,25.1,1.1,44107
14499,36.9,3.9,44108
14500,30.1,2.0,44109
14501,36.9,5.0,44110
14502,28.8,2.1,44111
14503,37.3,6.3,44112
14504,25.8,1.6,44113
14505,29.9,4.2,44114
14506,28.3,2.2,44115
14507,28.2,6.3,44116
14508,40.3,9.3,44117
14509,32.9,2.0,44118
14510,33.6,6.4,44119
14511,31.9,3.0,44120
14512,28.1,3.6,44121
14513,27.3,1.8,44122
14514,29.2,3.0,44123
14515,25.6,2.4,44124
14516,37.5,8.1,44125
14517,26.8,4.9,44126
14518,37.2,9.8,44127
14519,31.7,4.9,44128
14520,25.8,3.2,44129
14521,29.1,3.2,44130
14522,22.9,6.0,44131
14523,30.1,6.0,44132
14524,27.0,1.1,44133
14525,28.0,3.8,44134
14526,31.9,1.5,44135
14527,26.9,3.6,44136
14528,28.3,3.4,44137
14529,22.9,4.0,44138
14530,24.8,4.5,44139
14531,27.8,5.4,44140
14532,23.5,4.7,44141
14533,26.7,8.3,44142
14534,28.3,1.9,44143
14535,24.8,3.0,44144
14536,28.5,3.4,44145
14537,28.9,3.8,44146
14538,23.6,5.3,44147
14539,31.8,5.3,44149
14540,26.2,7.7,44201
14541,29.3,5.1,44202
14542,24.5,2.9,44203
14543,28.6,3.4,44212
14544,22.1,10.2,44214
14545,28.1,15.1,44215
14546,22.1,8.8,44216
14547,22.0,9.2,44217
14548,25.8,1.9,44221
14549,23.5,3.6,44223
14550,25.7,3.8,44224
14551,21.6,5.0,44230
14552,26.6,11.2,44231
14553,-666666666.0,-222222222.0,44232
14554,51.0,-333333333.0,44233
14555,23.5,9.6,44234
14556,-666666666.0,-222222222.0,44235
14557,29.1,12.8,44236
14558,37.4,4.1,44240
14559,25.5,4.9,44241
14560,-666666666.0,-222222222.0,44243
14561,22.7,3.1,44250
14562,13.4,6.8,44251
14563,51.0,-333333333.0,44253
14564,23.1,6.4,44254
14565,26.4,5.4,44255
14566,27.3,2.8,44256
14567,24.9,9.1,44260
14568,43.2,40.4,44262
14569,31.4,21.8,44264
14570,33.5,6.2,44266
14571,28.1,2.5,44270
14572,27.6,7.9,44272
14573,23.1,8.1,44273
14574,-666666666.0,-222222222.0,44274
14575,26.8,8.3,44275
14576,22.7,7.6,44276
14577,28.0,5.0,44278
14578,22.4,8.9,44280
14579,27.9,2.8,44281
14580,-666666666.0,-222222222.0,44285
14581,24.8,13.0,44286
14582,30.5,6.7,44287
14583,51.0,-333333333.0,44288
14584,28.0,3.0,44301
14585,31.6,4.0,44302
14586,25.7,3.9,44303
14587,35.2,5.3,44304
14588,32.3,3.4,44305
14589,29.8,3.0,44306
14590,36.6,5.6,44307
14591,42.5,11.1,44308
14592,34.2,5.0,44310
14593,32.4,4.7,44311
14594,27.1,3.6,44312
14595,29.4,3.1,44313
14596,30.2,3.8,44314
14597,25.2,3.7,44319
14598,34.6,6.2,44320
14599,22.5,3.2,44321
14600,-666666666.0,-222222222.0,44325
14601,25.8,9.3,44333
14602,21.1,4.9,44401
14603,15.8,3.6,44402
14604,16.0,26.0,44403
14605,13.6,4.5,44404
14606,34.6,7.3,44405
14607,26.9,2.5,44406
14608,23.8,5.1,44408
14609,28.3,5.3,44410
14610,31.8,21.5,44411
14611,51.0,-333333333.0,44412
14612,23.9,17.3,44413
14613,-666666666.0,-222222222.0,44415
14614,33.2,12.3,44417
14615,9.0,-333333333.0,44418
14616,25.5,5.7,44420
14617,26.6,10.0,44423
14618,-666666666.0,-222222222.0,44424
14619,29.6,4.4,44425
14620,25.5,4.1,44427
14621,26.5,27.9,44428
14622,19.8,2.7,44429
14623,37.7,6.9,44430
14624,17.7,19.1,44431
14625,30.4,6.4,44432
14626,34.8,12.6,44436
14627,18.8,5.0,44437
14628,23.0,3.5,44438
14629,-666666666.0,-222222222.0,44439
14630,21.2,4.1,44440
14631,20.5,16.2,44441
14632,29.2,5.8,44442
14633,51.0,-333333333.0,44443
14634,28.8,5.1,44444
14635,23.5,12.6,44445
14636,29.0,3.0,44446
14637,9.0,-333333333.0,44449
14638,31.4,33.4,44450
14639,43.4,21.8,44451
14640,44.3,7.1,44452
14641,-666666666.0,-222222222.0,44454
14642,37.3,1.2,44455
14643,30.7,4.9,44460
14644,30.2,26.2,44470
14645,27.3,3.2,44471
14646,21.7,9.9,44473
14647,19.6,6.5,44481
14648,32.5,4.0,44483
14649,29.6,5.2,44484
14650,30.0,5.7,44485
14651,26.1,9.4,44490
14652,14.2,8.5,44491
14653,-666666666.0,-222222222.0,44493
14654,41.8,5.7,44502
14655,29.8,4.7,44503
14656,33.9,20.5,44504
14657,36.3,5.7,44505
14658,38.7,11.9,44506
14659,35.5,5.1,44507
14660,28.5,4.4,44509
14661,28.2,3.9,44510
14662,28.2,4.6,44511
14663,25.2,2.9,44512
14664,37.4,9.5,44514
14665,29.6,4.2,44515
14666,-666666666.0,-222222222.0,44555
14667,23.9,1.9,44601
14668,14.1,13.4,44606
14669,-666666666.0,-222222222.0,44607
14670,22.4,10.6,44608
14671,18.4,8.8,44609
14672,-666666666.0,-222222222.0,44610
14673,-666666666.0,-222222222.0,44611
14674,23.4,5.8,44612
14675,19.9,19.2,44613
14676,30.7,8.9,44614
14677,27.6,11.8,44615
14678,25.7,4.7,44618
14679,-666666666.0,-222222222.0,44619
14680,26.2,8.3,44620
14681,28.6,5.4,44621
14682,26.9,4.6,44622
14683,9.0,-333333333.0,44624
14684,51.0,-333333333.0,44625
14685,27.0,24.3,44626
14686,16.5,3.3,44627
14687,28.8,8.1,44628
14688,19.4,2.6,44629
14689,-666666666.0,-222222222.0,44630
14690,28.0,20.3,44632
14691,17.5,1.3,44633
14692,24.0,37.5,44634
14693,27.2,9.5,44637
14694,51.0,-333333333.0,44638
14695,-666666666.0,-222222222.0,44639
14696,-666666666.0,-222222222.0,44640
14697,27.7,2.6,44641
14698,33.4,16.5,44643
14699,26.5,7.3,44644
14700,21.1,2.5,44645
14701,26.1,2.3,44646
14702,28.1,4.1,44647
14703,-666666666.0,-222222222.0,44651
14704,34.2,9.1,44652
14705,18.1,2.5,44653
14706,26.1,5.9,44654
14707,32.2,21.0,44656
14708,22.3,8.0,44657
14709,25.8,23.9,44659
14710,-666666666.0,-222222222.0,44660
14711,25.2,4.5,44661
14712,22.3,5.5,44662
14713,28.8,3.2,44663
14714,-666666666.0,-222222222.0,44665
14715,16.1,8.2,44666
14716,22.2,2.5,44667
14717,16.1,4.5,44669
14718,-666666666.0,-222222222.0,44670
14719,-666666666.0,-222222222.0,44671
14720,45.8,5.6,44672
14721,20.1,4.8,44675
14722,23.5,6.6,44676
14723,22.9,6.7,44677
14724,-666666666.0,-222222222.0,44678
14725,28.7,7.8,44680
14726,29.8,18.3,44681
14727,29.6,5.7,44682
14728,25.4,7.0,44683
14729,26.7,2.8,44685
14730,-666666666.0,-222222222.0,44687
14731,22.0,8.3,44688
14732,24.6,42.9,44689
14733,-666666666.0,-222222222.0,44690
14734,24.7,2.4,44691
14735,-666666666.0,-222222222.0,44693
14736,28.4,6.1,44695
14737,-666666666.0,-222222222.0,44697
14738,18.9,74.0,44699
14739,27.7,1.7,44702
14740,33.0,4.4,44703
14741,31.0,8.0,44704
14742,27.3,5.0,44705
14743,30.7,6.9,44706
14744,27.4,2.5,44707
14745,27.9,3.2,44708
14746,29.6,3.0,44709
14747,36.1,8.2,44710
14748,23.5,2.3,44714
14749,22.6,2.0,44718
14750,25.5,2.5,44720
14751,19.3,12.9,44721
14752,25.9,8.8,44730
14753,21.3,21.6,44802
14754,21.3,3.9,44804
14755,24.3,3.3,44805
14756,30.6,4.0,44807
14757,-666666666.0,-222222222.0,44809
14758,23.6,3.5,44811
14759,18.6,5.3,44813
14760,23.4,7.5,44814
14761,21.3,10.3,44815
14762,19.2,3.4,44817
14763,17.0,14.9,44818
14764,27.2,3.1,44820
14765,28.3,4.5,44822
14766,51.0,-333333333.0,44824
14767,18.8,90.9,44825
14768,16.6,6.2,44826
14769,34.8,7.0,44827
14770,-666666666.0,-222222222.0,44828
14771,24.9,2.8,44830
14772,28.4,2.1,44833
14773,14.4,3.8,44836
14774,34.0,28.7,44837
14775,18.8,3.0,44838
14776,19.7,5.2,44839
14777,30.8,9.7,44840
14778,-666666666.0,-222222222.0,44841
14779,23.0,3.4,44842
14780,19.8,12.4,44843
14781,-666666666.0,-222222222.0,44844
14782,20.3,5.0,44846
14783,27.5,5.7,44847
14784,21.3,13.8,44849
14785,-666666666.0,-222222222.0,44850
14786,34.4,9.2,44851
14787,16.3,14.9,44853
14788,22.9,8.6,44854
14789,26.7,2.9,44855
14790,18.8,7.8,44856
14791,26.0,3.8,44857
14792,-666666666.0,-222222222.0,44859
14793,-666666666.0,-222222222.0,44861
14794,17.1,4.8,44864
14795,26.0,3.4,44865
14796,30.6,23.4,44866
14797,51.0,-333333333.0,44867
14798,26.3,2.9,44870
14799,19.8,9.5,44874
14800,20.7,4.5,44875
14801,10.6,6.8,44878
14802,38.8,42.2,44880
14803,-666666666.0,-222222222.0,44881
14804,17.5,13.2,44882
14805,28.7,2.2,44883
14806,14.5,11.6,44887
14807,23.9,6.1,44889
14808,40.4,27.2,44890
14809,-666666666.0,-222222222.0,44901
14810,36.3,6.4,44902
14811,29.3,5.4,44903
14812,28.1,5.6,44904
14813,28.1,2.1,44905
14814,26.4,3.6,44906
14815,27.5,1.6,44907
14816,24.0,10.8,45001
14817,25.8,4.5,45002
14818,21.0,7.4,45003
14819,29.3,3.3,45005
14820,29.5,3.0,45011
14821,26.4,2.0,45013
14822,29.5,2.4,45014
14823,30.9,3.4,45015
14824,23.6,2.5,45030
14825,19.3,29.7,45032
14826,33.3,32.5,45033
14827,-666666666.0,-222222222.0,45034
14828,30.3,2.8,45036
14829,26.5,7.4,45039
14830,23.9,1.8,45040
14831,-666666666.0,-222222222.0,45041
14832,30.4,4.0,45042
14833,30.1,2.8,45044
14834,32.6,5.1,45050
14835,-666666666.0,-222222222.0,45051
14836,28.3,12.3,45052
14837,16.1,2.9,45053
14838,-666666666.0,-222222222.0,45054
14839,-666666666.0,-222222222.0,45055
14840,41.8,10.2,45056
14841,42.4,27.8,45062
14842,23.3,3.7,45064
14843,28.8,2.7,45065
14844,27.4,2.2,45066
14845,22.8,9.5,45067
14846,38.8,19.6,45068
14847,26.8,2.1,45069
14848,22.5,14.5,45070
14849,27.2,8.2,45101
14850,27.6,2.3,45102
14851,26.3,1.9,45103
14852,-666666666.0,-222222222.0,45105
14853,32.1,13.0,45106
14854,27.2,3.8,45107
14855,18.2,13.4,45111
14856,-666666666.0,-222222222.0,45112
14857,22.0,2.1,45113
14858,-666666666.0,-222222222.0,45115
14859,31.4,11.1,45118
14860,-666666666.0,-222222222.0,45119
14861,29.1,14.6,45120
14862,33.0,9.0,45121
14863,20.0,17.2,45122
14864,19.7,8.8,45123
14865,18.7,7.7,45130
14866,17.5,12.9,45131
14867,51.0,-333333333.0,45132
14868,29.3,4.7,45133
14869,17.7,6.5,45135
14870,23.2,2.9,45140
14871,16.1,7.0,45142
14872,36.9,3.5,45144
14873,51.0,-333333333.0,45146
14874,-666666666.0,-222222222.0,45147
14875,17.4,18.6,45148
14876,27.7,5.2,45150
14877,24.8,8.0,45152
14878,51.0,-333333333.0,45153
14879,32.0,6.7,45154
14880,27.5,40.3,45155
14881,-666666666.0,-222222222.0,45156
14882,22.0,7.9,45157
14883,35.5,35.3,45158
14884,14.9,15.7,45159
14885,25.9,4.2,45160
14886,14.4,6.7,45162
14887,45.0,71.3,45164
14888,-666666666.0,-222222222.0,45166
14889,28.3,11.0,45167
14890,31.3,23.3,45168
14891,23.8,6.5,45169
14892,23.0,14.5,45171
14893,-666666666.0,-222222222.0,45172
14894,9.0,-333333333.0,45174
14895,31.9,7.7,45176
14896,23.5,5.6,45177
14897,23.2,1.8,45202
14898,33.4,3.9,45203
14899,36.0,3.1,45204
14900,28.5,2.3,45205
14901,24.0,3.0,45206
14902,37.8,15.4,45207
14903,21.5,2.9,45208
14904,21.7,1.1,45209
14905,30.3,2.6,45211
14906,29.9,3.0,45212
14907,27.7,5.1,45213
14908,33.7,7.5,45214
14909,29.5,4.5,45215
14910,34.8,11.0,45216
14911,35.4,9.9,45217
14912,26.7,7.1,45218
14913,45.7,5.2,45219
14914,30.7,3.1,45220
14915,32.6,5.2,45223
14916,39.2,7.2,45224
14917,45.7,8.5,45225
14918,24.1,2.9,45226
14919,30.4,3.2,45227
14920,34.6,8.6,45229
14921,30.0,3.5,45230
14922,30.7,3.7,45231
14923,25.0,11.7,45232
14924,30.0,3.9,45233
14925,25.5,2.6,45236
14926,31.4,5.3,45237
14927,28.4,2.9,45238
14928,32.0,7.9,45239
14929,25.8,3.0,45240
14930,27.5,2.7,45241
14931,28.8,4.8,45242
14932,24.5,16.2,45243
14933,25.5,2.8,45244
14934,25.0,2.5,45245
14935,36.7,7.7,45246
14936,31.9,3.9,45247
14937,25.6,2.8,45248
14938,29.7,4.5,45249
14939,39.5,7.4,45251
14940,14.5,79.0,45252
14941,31.0,3.7,45255
14942,-666666666.0,-222222222.0,45267
14943,-666666666.0,-222222222.0,45301
14944,22.0,2.6,45302
14945,20.5,6.5,45303
14946,25.6,7.3,45304
14947,23.8,3.7,45305
14948,17.9,1.4,45306
14949,12.5,3.0,45307
14950,22.7,4.9,45308
14951,29.3,6.1,45309
14952,-666666666.0,-222222222.0,45310
14953,28.1,5.4,45311
14954,28.5,12.7,45312
14955,22.9,5.4,45314
14956,26.1,12.5,45315
14957,12.7,1.3,45316
14958,19.7,35.1,45317
14959,16.4,5.5,45318
14960,18.3,16.7,45319
14961,25.1,7.7,45320
14962,24.0,3.9,45321
14963,27.6,3.6,45322
14964,22.7,5.0,45323
14965,26.6,1.8,45324
14966,21.9,5.5,45325
14967,26.5,34.0,45326
14968,27.4,7.8,45327
14969,21.7,9.1,45328
14970,12.5,2.0,45330
14971,27.9,3.7,45331
14972,9.0,-333333333.0,45332
14973,23.8,4.0,45333
14974,21.3,5.7,45334
14975,18.8,6.2,45335
14976,-666666666.0,-222222222.0,45336
14977,40.7,24.8,45337
14978,23.0,2.1,45338
14979,17.7,0.9,45339
14980,-666666666.0,-222222222.0,45340
14981,26.2,10.9,45341
14982,26.8,1.6,45342
14983,20.0,9.8,45344
14984,18.1,8.5,45345
14985,28.8,10.3,45346
14986,20.0,7.1,45347
14987,51.0,-333333333.0,45348
14988,-666666666.0,-222222222.0,45349
14989,-666666666.0,-222222222.0,45350
14990,18.3,9.3,45351
14991,17.5,5.2,45352
14992,-666666666.0,-222222222.0,45353
14993,39.9,47.5,45354
14994,31.5,4.5,45356
14995,22.4,1.4,45358
14996,22.7,9.5,45359
14997,22.5,29.9,45360
14998,26.0,3.4,45361
14999,22.1,11.5,45362
15000,35.4,33.4,45363
15001,26.0,2.6,45365
15002,25.9,3.3,45368
15003,20.8,9.8,45369
15004,51.0,-333333333.0,45370
15005,27.0,2.7,45371
15006,40.0,39.3,45372
15007,27.0,2.5,45373
15008,23.3,2.2,45377
15009,17.0,13.8,45378
15010,17.8,2.8,45380
15011,14.8,6.9,45381
15012,16.8,2.1,45382
15013,26.2,4.7,45383
15014,-666666666.0,-222222222.0,45384
15015,30.3,1.7,45385
15016,22.4,3.0,45387
15017,-666666666.0,-222222222.0,45388
15018,19.4,6.5,45389
15019,22.6,3.9,45390
15020,28.2,3.0,45402
15021,35.0,7.3,45403
15022,32.3,6.1,45404
15023,27.8,3.8,45405
15024,33.7,3.5,45406
15025,30.9,6.3,45409
15026,32.5,3.3,45410
15027,32.9,7.6,45414
15028,31.6,4.3,45415
15029,30.3,7.3,45416
15030,35.3,5.9,45417
15031,25.2,2.8,45419
15032,27.4,3.1,45420
15033,-666666666.0,-222222222.0,45423
15034,27.3,2.0,45424
15035,29.6,5.7,45426
15036,-666666666.0,-222222222.0,45428
15037,31.6,2.6,45429
15038,26.4,10.4,45430
15039,22.4,2.2,45431
15040,30.2,5.9,45432
15041,21.2,3.2,45433
15042,29.5,11.1,45434
15043,-666666666.0,-222222222.0,45435
15044,35.0,4.1,45439
15045,24.8,2.9,45440
15046,26.6,3.8,45449
15047,25.8,3.4,45458
15048,26.2,3.6,45459
15049,-666666666.0,-222222222.0,45469
15050,-666666666.0,-222222222.0,45501
15051,28.1,8.1,45502
15052,27.1,1.6,45503
15053,22.7,2.8,45504
15054,29.7,5.6,45505
15055,30.9,3.4,45506
15056,29.9,3.4,45601
15057,17.6,2.4,45612
15058,40.1,21.6,45613
15059,28.6,11.7,45614
15060,51.0,-333333333.0,45616
15061,-666666666.0,-222222222.0,45617
15062,-666666666.0,-222222222.0,45618
15063,25.8,11.4,45619
15064,26.6,36.3,45620
15065,22.5,12.4,45621
15066,-666666666.0,-222222222.0,45622
15067,33.3,32.3,45623
15068,-666666666.0,-222222222.0,45624
15069,30.3,12.6,45628
15070,19.8,20.3,45629
15071,-666666666.0,-222222222.0,45630
15072,25.0,3.3,45631
15073,37.5,18.6,45634
15074,-666666666.0,-222222222.0,45636
15075,30.6,3.5,45638
15076,29.1,6.4,45640
15077,-666666666.0,-222222222.0,45642
15078,29.2,17.1,45644
15079,18.6,8.2,45645
15080,-666666666.0,-222222222.0,45646
15081,13.1,9.4,45647
15082,26.4,7.5,45648
15083,29.3,26.8,45650
15084,25.9,3.7,45651
15085,-666666666.0,-222222222.0,45652
15086,21.1,12.7,45653
15087,-666666666.0,-222222222.0,45654
15088,29.1,15.5,45656
15089,13.6,14.5,45657
15090,-666666666.0,-222222222.0,45658
15091,51.0,-333333333.0,45659
15092,23.2,5.8,45660
15093,28.8,6.5,45661
15094,34.1,2.5,45662
15095,51.0,-333333333.0,45663
15096,27.7,8.5,45669
15097,-666666666.0,-222222222.0,45671
15098,-666666666.0,-222222222.0,45672
15099,-666666666.0,-222222222.0,45673
15100,22.9,3.5,45674
15101,-666666666.0,-222222222.0,45677
15102,9.0,-333333333.0,45678
15103,40.3,11.1,45679
15104,25.7,3.3,45680
15105,29.3,6.5,45681
15106,29.2,22.9,45682
15107,22.5,58.3,45684
15108,51.0,-333333333.0,45685
15109,29.9,23.7,45686
15110,-666666666.0,-222222222.0,45688
15111,27.1,3.6,45690
15112,26.8,8.0,45692
15113,35.0,11.8,45693
15114,33.3,4.4,45694
15115,-666666666.0,-222222222.0,45695
15116,-666666666.0,-222222222.0,45696
15117,27.2,4.0,45697
15118,-666666666.0,-222222222.0,45698
15119,-666666666.0,-222222222.0,45699
15120,38.5,6.5,45701
15121,30.0,14.6,45710
15122,19.2,32.3,45711
15123,37.2,5.6,45714
15124,23.4,2.2,45715
15125,36.3,16.6,45716
15126,38.0,13.1,45719
15127,-666666666.0,-222222222.0,45720
15128,-666666666.0,-222222222.0,45721
15129,22.3,4.0,45723
15130,-666666666.0,-222222222.0,45724
15131,32.0,1.6,45727
15132,-666666666.0,-222222222.0,45729
15133,45.7,22.4,45732
15134,-666666666.0,-222222222.0,45734
15135,22.2,7.9,45735
15136,-666666666.0,-222222222.0,45739
15137,9.0,-333333333.0,45740
15138,-666666666.0,-222222222.0,45741
15139,26.9,15.0,45742
15140,28.8,18.7,45743
15141,17.7,6.0,45744
15142,26.6,2.8,45745
15143,18.8,51.2,45746
15144,31.3,2.5,45750
15145,28.9,4.9,45760
15146,17.8,8.0,45761
15147,29.4,3.8,45764
15148,-666666666.0,-222222222.0,45766
15149,37.0,40.2,45767
15150,-666666666.0,-222222222.0,45768
15151,29.9,8.8,45769
15152,-666666666.0,-222222222.0,45770
15153,35.7,11.5,45771
15154,24.1,4.5,45772
15155,-666666666.0,-222222222.0,45773
15156,-666666666.0,-222222222.0,45775
15157,-666666666.0,-222222222.0,45776
15158,42.3,14.3,45778
15159,22.0,4.5,45779
15160,28.1,7.8,45780
15161,30.8,30.3,45782
15162,-666666666.0,-222222222.0,45783
15163,36.2,12.2,45784
15164,25.9,2.9,45786
15165,15.4,5.3,45788
15166,-666666666.0,-222222222.0,45789
15167,30.5,3.6,45801
15168,27.2,1.4,45804
15169,23.6,1.8,45805
15170,26.2,9.1,45806
15171,28.8,9.2,45807
15172,13.3,2.4,45808
15173,-666666666.0,-222222222.0,45809
15174,22.2,8.5,45810
15175,26.8,9.6,45812
15176,33.1,6.0,45813
15177,26.3,19.6,45814
15178,-666666666.0,-222222222.0,45815
15179,12.0,15.3,45816
15180,27.8,8.6,45817
15181,26.6,7.7,45819
15182,23.3,7.7,45820
15183,37.5,85.5,45821
15184,27.0,2.7,45822
15185,15.0,7.4,45826
15186,51.0,-333333333.0,45827
15187,22.2,4.0,45828
15188,23.6,7.6,45830
15189,20.6,9.4,45831
15190,26.1,12.1,45832
15191,21.9,6.2,45833
15192,-666666666.0,-222222222.0,45835
15193,20.6,4.5,45836
15194,-666666666.0,-222222222.0,45838
15195,26.1,1.7,45840
15196,19.3,38.5,45841
15197,22.9,2.7,45843
15198,22.4,2.6,45844
15199,21.2,6.4,45845
15200,13.7,4.6,45846
15201,-666666666.0,-222222222.0,45848
15202,9.0,-333333333.0,45849
15203,17.8,11.5,45850
15204,16.7,2.7,45851
15205,13.4,6.5,45853
15206,18.0,15.3,45854
15207,30.0,8.3,45855
15208,20.3,17.9,45856
15209,23.1,11.6,45858
15210,22.9,2.0,45859
15211,-666666666.0,-222222222.0,45860
15212,9.0,-333333333.0,45861
15213,32.0,2.9,45862
15214,10.9,15.1,45863
15215,-666666666.0,-222222222.0,45864
15216,19.0,3.2,45865
15217,22.5,18.0,45866
15218,15.8,3.7,45867
15219,13.1,2.6,45868
15220,20.4,5.0,45869
15221,-666666666.0,-222222222.0,45870
15222,14.8,2.6,45871
15223,22.8,6.2,45872
15224,18.5,2.6,45873
15225,13.2,2.5,45874
15226,23.5,6.0,45875
15227,24.2,7.5,45876
15228,22.1,10.1,45877
15229,28.9,3.4,45879
15230,20.2,10.5,45880
15231,26.9,3.2,45881
15232,30.6,12.3,45882
15233,19.0,6.9,45883
15234,-666666666.0,-222222222.0,45884
15235,22.9,1.5,45885
15236,23.8,43.2,45886
15237,25.0,4.4,45887
15238,-666666666.0,-222222222.0,45888
15239,-666666666.0,-222222222.0,45889
15240,9.0,-333333333.0,45890
15241,24.2,6.3,45891
15242,-666666666.0,-222222222.0,45893
15243,22.9,1.5,45894
15244,25.7,4.1,45895
15245,13.4,1.7,45896
15246,-666666666.0,-222222222.0,45897
15247,14.2,12.1,45898
15248,43.3,12.9,45899
15249,28.4,10.4,46001
15250,29.9,7.5,46011
15251,34.5,10.3,46012
15252,28.3,1.7,46013
15253,32.0,4.1,46016
15254,27.5,7.7,46017
15255,18.1,5.4,46030
15256,27.5,31.5,46031
15257,25.9,2.4,46032
15258,32.8,3.7,46033
15259,51.0,-333333333.0,46034
15260,51.0,-333333333.0,46035
15261,28.4,2.4,46036
15262,26.8,2.8,46037
15263,26.2,2.8,46038
15264,14.7,50.2,46039
15265,25.5,3.1,46040
15266,25.4,2.2,46041
15267,14.6,3.8,46044
15268,-666666666.0,-222222222.0,46045
15269,-666666666.0,-222222222.0,46047
15270,21.0,2.5,46048
15271,30.5,10.9,46049
15272,44.3,7.8,46050
15273,19.9,14.0,46051
15274,25.9,3.5,46052
15275,27.1,2.0,46055
15276,23.4,8.8,46056
15277,23.2,24.3,46057
15278,24.6,30.6,46058
15279,26.6,2.9,46060
15280,26.6,3.0,46062
15281,25.8,17.8,46063
15282,28.0,6.4,46064
15283,28.1,2.7,46065
15284,13.9,5.7,46068
15285,23.0,1.9,46069
15286,31.1,12.8,46070
15287,37.5,18.3,46071
15288,17.2,4.6,46072
15289,24.2,4.8,46074
15290,31.4,13.5,46075
15291,25.0,6.0,46076
15292,23.5,2.5,46077
15293,28.8,11.1,46102
15294,33.3,30.1,46103
15295,-666666666.0,-222222222.0,46104
15296,35.0,9.0,46105
15297,51.0,-333333333.0,46106
15298,28.0,2.2,46107
15299,-666666666.0,-222222222.0,46110
15300,42.7,34.2,46111
15301,30.1,3.8,46112
15302,28.5,3.9,46113
15303,36.5,27.4,46115
15304,-666666666.0,-222222222.0,46117
15305,24.3,5.3,46118
15306,41.8,5.3,46120
15307,26.5,5.6,46121
15308,30.3,8.3,46122
15309,29.3,5.0,46123
15310,22.1,6.3,46124
15311,-666666666.0,-222222222.0,46125
15312,23.4,15.9,46126
15313,37.8,14.1,46127
15314,18.4,1.5,46128
15315,9.0,-333333333.0,46130
15316,28.3,4.5,46131
15317,27.2,2.1,46133
15318,29.1,3.0,46135
15319,28.9,3.2,46140
15320,23.9,3.8,46142
15321,27.8,2.2,46143
15322,-666666666.0,-222222222.0,46144
15323,-666666666.0,-222222222.0,46146
15324,20.0,16.2,46147
15325,35.9,4.4,46148
15326,22.6,2.4,46149
15327,-666666666.0,-222222222.0,46150
15328,28.2,2.7,46151
15329,-666666666.0,-222222222.0,46154
15330,-666666666.0,-222222222.0,46155
15331,22.9,11.3,46156
15332,19.5,5.6,46157
15333,31.8,5.6,46158
15334,34.1,14.6,46160
15335,31.3,10.4,46161
15336,-666666666.0,-222222222.0,46162
15337,22.8,3.1,46163
15338,20.6,13.4,46164
15339,30.9,13.9,46165
15340,36.0,32.2,46166
15341,32.7,33.2,46167
15342,26.4,3.5,46168
15343,-666666666.0,-222222222.0,46170
15344,-666666666.0,-222222222.0,46171
15345,19.3,27.1,46172
15346,28.4,4.8,46173
15347,-666666666.0,-222222222.0,46175
15348,24.7,1.8,46176
15349,13.1,9.0,46180
15350,42.8,6.6,46181
15351,16.5,44.8,46182
15352,-666666666.0,-222222222.0,46183
15353,18.9,2.8,46184
15354,12.9,1.5,46186
15355,31.3,3.0,46201
15356,28.8,1.5,46202
15357,31.7,1.8,46203
15358,26.1,2.1,46204
15359,27.9,2.7,46205
15360,-666666666.0,-222222222.0,46206
15361,33.7,4.5,46208
15362,33.2,5.3,46214
15363,35.0,13.7,46216
15364,26.8,2.6,46217
15365,43.0,6.0,46218
15366,36.8,2.9,46219
15367,30.0,2.1,46220
15368,32.1,2.1,46221
15369,32.1,3.0,46222
15370,28.4,2.1,46224
15371,36.2,6.3,46225
15372,31.5,3.3,46226
15373,33.5,2.2,46227
15374,28.7,8.9,46228
15375,32.4,5.3,46229
15376,32.7,23.8,46231
15377,29.5,12.3,46234
15378,33.7,4.6,46235
15379,23.9,2.4,46236
15380,29.6,2.5,46237
15381,25.2,7.9,46239
15382,27.6,2.0,46240
15383,33.7,7.9,46241
15384,28.0,2.3,46250
15385,26.0,2.4,46254
15386,28.1,5.0,46256
15387,39.8,43.8,46259
15388,30.5,3.4,46260
15389,28.8,5.0,46268
15390,33.4,15.8,46278
15391,33.0,5.5,46280
15392,-666666666.0,-222222222.0,46290
15393,40.7,53.6,46301
15394,-666666666.0,-222222222.0,46302
15395,27.7,7.3,46303
15396,28.3,5.0,46304
15397,28.9,5.0,46307
15398,24.9,5.7,46310
15399,51.0,-333333333.0,46311
15400,30.2,3.3,46312
15401,27.8,2.2,46319
15402,33.1,6.1,46320
15403,29.7,19.5,46321
15404,29.8,6.4,46322
15405,32.6,6.9,46323
15406,29.5,3.4,46324
15407,29.4,11.4,46327
15408,-666666666.0,-222222222.0,46340
15409,28.7,11.6,46341
15410,33.3,8.6,46342
15411,42.5,32.9,46345
15412,24.2,17.4,46346
15413,26.5,2.6,46347
15414,51.0,-333333333.0,46348
15415,43.9,34.7,46349
15416,26.7,3.9,46350
15417,28.4,7.6,46356
15418,29.5,2.8,46360
