zip,pop_female,pop_male,pop_total,sex_ratio,zip_area_km2,pop_density_per_km2
92118,8572,8469,17041,0.9879841343910406,48.17345356631469,353.7425436302106
92119,11947,11092,23039,0.9284339164643843,25.05528152206634,919.526686607349
92120,13587,12598,26185,0.9272098329285346,28.23281763542082,927.4667636130079
92121,1990,2263,4253,1.1371859296482412,46.279066522842115,91.89900141786205
92122,21954,21428,43382,0.9760408126081808,19.794643675445393,2191.6029766079573
92123,13456,12887,26343,0.9577140309155767,31.661172585580058,832.0285652338032
92124,15482,14850,30332,0.9591784007234208,35.98696314789982,842.860784760888
92126,34512,38525,73037,1.1162783959202596,42.697081115389885,1710.5853161862694
92127,19992,19280,39272,0.9643857543017207,85.67257817547207,458.3963834911591
92128,24890,22503,47393,0.9040980313378867,43.248894475778435,1095.8199180453612
92129,25384,25824,51208,1.0173337535455405,48.27146799054995,1060.8337001481896
92130,24479,25237,49716,1.0309653172106703,68.46559701055547,726.1457165462997
92131,17467,16859,34326,0.9651915039789317,143.07877942344538,239.90979052464033
92134,27,128,155,4.7407407407407405,0.2755134936287473,562.5858754085618
92135,1162,5358,6520,4.611015490533563,1.5427128622880506,4226.321151124625
92136,1898,9651,11549,5.084826132771338,4.559798143257599,2532.7875570713736
92139,18186,16896,35082,0.929066314747608,13.116408227391492,2674.6651516027787
92140,28,3407,3435,121.67857142857143,2.010107866105716,1708.8635181826335
92145,2,0,2,0.0,39.1894247608472,0.05103417598510226
92154,38004,41229,79233,1.0848594884748974,189.97291571769776,417.0752430717086
92155,419,716,1135,1.7088305489260143,3.386230824334585,335.1809309169095
92173,15498,13820,29318,0.8917279648986967,10.517215050012002,2787.6200933978757
92182,954,1066,2020,1.1174004192872118,0.7673861223914341,2632.3123927560723
92672,1308,2732,4040,2.08868501529052,101.1053648690356,39.958314825658526
