Address: Postal Code,Community Plan,District,Inclusionary Count,Most Restrictive AMI Range,Number of Affordable Units,Property Name,SDHC Owned,SRO,State Assembly District,State Senate District,Count of Data Export_Summary 2.csv
,DOWNTOWN,3,0,0%-0%,0,Paul Mirabile Center,no,no,78,39,1
,NA,,0,35%-50%,10,Becky's House III,no,no,,,1
,NAVAJO,7,1,30%-60%,79,Bluewater,no,no,79,39,1
,OTAY MESA-NESTOR,8,0,80%-80%,1,1250 Twining Avenue,no,no,80,40,1
,OTAY MESA-NESTOR,8,0,80%-80%,1,1506 Peterlynn Dr,no,no,80,40,1
0,NA,,0,0%-0%,0,San Diego Youth Services - Youth Emergency Shelter,no,no,,,1
0,NA,,0,0%-0%,0,YWCA Passages,no,yes,,,1
0,NA,,0,30%-50%,14,Becky's House II,no,no,,,1
0,NA,,0,50%-50%,11,El Nido Project,no,no,,,1
92014,NORTH PARK,3,0,60%-60%,5,Oregon Street Apartments,no,no,78,39,1
92037,LA JOLLA,1,0,0%-0%,0,Pantai Inn,no,yes,78,39,1
92037,LA JOLLA,1,0,0%-0%,0,Spindrift Apts,no,yes,78,39,1
92037,LA JOLLA,1,0,50%-50%,1,7606 Girard Avenue,no,no,78,39,1
92037,LA JOLLA,1,0,50%-50%,2,Pearl Street,no,no,78,39,1
92037,LA JOLLA,1,0,50%-70%,8,La Jolla Marine Apartments,yes,no,78,39,1
92037,LA JOLLA,1,0,60%-60%,1,La Jolla Biltmore Apartments,no,no,78,39,1
92037,LA JOLLA,1,0,60%-60%,1,Sea + Stone,no,no,78,39,1
92037,LA JOLLA,1,1,50%-50%,1,Nautilus,no,no,78,39,1
92101,DOWNTOWN,3,0,0%-0%,0,420 Ash Street,no,yes,78,39,1
92101,DOWNTOWN,3,0,0%-0%,0,745 15th Street,no,yes,78,39,1
92101,DOWNTOWN,3,0,0%-0%,0,1035 E Street,no,yes,78,39,1
92101,DOWNTOWN,3,0,0%-0%,0,Amigos Sobrios,no,yes,78,39,1
92101,DOWNTOWN,3,0,0%-0%,0,Arlington Hotel,no,yes,78,39,1
92101,DOWNTOWN,3,0,0%-0%,0,Astor Apartments Cortez Hill,no,yes,78,39,1
92101,DOWNTOWN,3,0,0%-0%,0,Bishop Maher Center,no,no,78,39,1
92101,DOWNTOWN,3,0,0%-0%,0,C Street Inn,no,yes,78,39,1
92101,DOWNTOWN,3,0,0%-0%,0,Caledonia Apartments,no,yes,78,39,1
92101,DOWNTOWN,3,0,0%-0%,0,Centre City Apartments/Hotel,no,yes,78,39,1
92101,DOWNTOWN,3,0,0%-0%,0,Chadwick Hotel,no,yes,78,39,1
92101,DOWNTOWN,3,0,0%-0%,0,Clermont Coast Hotel,no,yes,78,39,1
92101,DOWNTOWN,3,0,0%-0%,0,El Paso Rooms,no,yes,78,39,1
92101,DOWNTOWN,3,0,0%-0%,0,Gaslamp Quarter Hotel,no,yes,78,39,1
92101,DOWNTOWN,3,0,0%-0%,0,Heritage Hotel,no,yes,78,39,1
92101,DOWNTOWN,3,0,0%-0%,0,Island Hotel,no,yes,78,39,1
92101,DOWNTOWN,3,0,0%-0%,0,Kendrick,no,yes,78,39,1
92101,DOWNTOWN,3,0,0%-0%,0,Las Flores Hotel,no,yes,78,39,1
92101,DOWNTOWN,3,0,0%-0%,0,New Life Hotel,no,yes,78,39,1
92101,DOWNTOWN,3,0,0%-0%,0,Palms Hotel,no,yes,78,39,1
92101,DOWNTOWN,3,0,0%-0%,0,Paris Hotel,no,yes,78,39,1
92101,DOWNTOWN,3,0,0%-0%,0,Pine Hotel,no,yes,78,39,1
92101,DOWNTOWN,3,0,0%-0%,0,Reiss Hotel,no,yes,78,39,1
92101,DOWNTOWN,3,0,0%-0%,0,Royal Hotel,no,yes,78,39,1
92101,DOWNTOWN,3,0,0%-0%,0,Salvation Army Adult Rehabilitation Center,no,yes,78,39,1
92101,DOWNTOWN,3,0,0%-0%,0,Simmons Hotel,no,yes,78,39,1
92101,DOWNTOWN,3,0,0%-0%,0,St. Joseph's Studios,no,yes,78,39,1
92101,DOWNTOWN,3,0,0%-0%,0,The Newport,no,yes,78,39,1
92101,DOWNTOWN,3,0,25%-50%,270,Harrington Heights,no,no,78,39,1
92101,DOWNTOWN,3,0,30%-40%,148,Alpha Square 9%,no,no,78,39,1
92101,DOWNTOWN,3,0,30%-50%,65,Cedar Gateway Apartments,no,no,78,39,1
92101,DOWNTOWN,3,0,30%-50%,72,Hotel Churchill,no,yes,78,39,1
92101,DOWNTOWN,3,0,30%-50%,86,The Link,no,no,78,39,1
92101,DOWNTOWN,3,0,30%-80%,91,Alcove East Village Apartments,no,no,78,39,1
92101,DOWNTOWN,3,0,35%-35%,40,Lincoln Hotel,no,yes,78,39,1
92101,DOWNTOWN,3,0,35%-35%,48,Sara Frances Hometel,no,yes,78,39,1
92101,DOWNTOWN,3,0,40%-45%,50,Southern Hotel,no,yes,78,39,1
92101,DOWNTOWN,3,0,40%-50%,44,Cole Block Building,no,yes,78,39,1
92101,DOWNTOWN,3,0,50%-50%,3,Ezabelle,no,no,78,39,1
92101,DOWNTOWN,3,0,50%-50%,5,The Continental,no,no,78,39,1
92101,DOWNTOWN,3,0,50%-50%,32,Alexan Little Italy,no,no,78,39,1
92101,DOWNTOWN,3,0,50%-50%,33,800 Broadway,no,no,78,39,1
92101,DOWNTOWN,3,0,50%-50%,39,Market Street Square,no,no,78,39,1
92101,DOWNTOWN,3,0,50%-50%,41,West,no,no,78,39,1
92101,DOWNTOWN,3,0,50%-50%,85,The Merian,no,no,78,39,1
92101,DOWNTOWN,3,0,50%-50%,124,Silvercrest Residences,no,no,78,39,1
92101,DOWNTOWN,3,0,50%-50%,129,Lions Community Manor,no,no,78,39,1
92101,DOWNTOWN,3,0,50%-60%,36,Villa Maria,no,no,78,39,1
92101,DOWNTOWN,3,0,50%-60%,51,11th & Broadway,no,no,78,39,1
92101,DOWNTOWN,3,0,50%-60%,51,Concert Residences,no,no,78,39,1
92101,DOWNTOWN,3,0,50%-60%,103,Atmosphere II,no,no,78,39,1
92101,DOWNTOWN,3,0,50%-60%,154,San Diego Square Apartments,no,no,78,39,1
92101,DOWNTOWN,3,0,50%-60%,198,Luther Tower,no,no,78,39,1
92101,DOWNTOWN,3,0,50%-60%,280,Island Village Apartments,no,no,78,39,1
92101,DOWNTOWN,3,0,50%-120%,14,Yale Lofts,no,yes,78,39,1
92101,DOWNTOWN,3,0,60%-60%,6,Cielo,no,no,78,39,1
92101,DOWNTOWN,3,0,60%-60%,20,Toussaint Teen Center,no,no,78,39,1
92101,DOWNTOWN,3,0,60%-60%,45,CCBA Senior Garden,no,no,78,39,1
92101,DOWNTOWN,3,0,60%-60%,94,Ballpark Place,no,no,78,39,1
92101,DOWNTOWN,3,0,65%-65%,36,Pinnacle On The Park,no,no,78,39,1
92101,DOWNTOWN,3,0,65%-65%,36,Spire San Diego,no,no,78,39,1
92101,DOWNTOWN,3,0,70%-100%,40,Entrada Apartments,no,no,78,39,1
92101,DOWNTOWN,3,0,80%-80%,148,Columbia Tower,no,no,78,39,1
92101,DOWNTOWN,3,0,80%-80%,150,Horton House,no,no,78,39,1
92101,DOWNTOWN,3,0,80%-80%,172,Cathedral Plaza,no,no,78,39,1
92101,DOWNTOWN,3,0,80%-110%,51,Horton Fourth Avenue,no,no,78,39,1
92101,DOWNTOWN,3,0,80%-120%,10,Scripps Bldg. Lofts,no,no,78,39,1
92101,DOWNTOWN,3,0,110%-110%,1,Lind Site 17,no,no,78,39,1
92101,DOWNTOWN,3,0,110%-110%,1,Lind Site 18,no,no,78,39,1
92101,DOWNTOWN,3,0,120%-120%,18,Library Lofts,no,no,78,39,1
92101,DOWNTOWN,3,0,120%-120%,27,Trolley Lofts,no,no,78,39,1
92101,DOWNTOWN,3,0,120%-120%,38,Heritage Apts,no,no,78,39,1
92101,DOWNTOWN,3,0,120%-120%,86,900 F Street Apts,no,no,78,39,1
92101,DOWNTOWN,3,1,25%-60%,226,Ten Fifty B,no,no,78,39,1
92101,DOWNTOWN,3,1,30%-40%,64,15th & Commercial Apartments,no,no,78,39,1
92101,DOWNTOWN,3,1,30%-45%,198,Potiker Family Senior Residence,no,no,78,39,1
92101,DOWNTOWN,3,1,30%-50%,43,The Beacon,no,no,78,39,1
92101,DOWNTOWN,3,1,30%-60%,59,Lillian Place,no,no,78,39,1
92101,DOWNTOWN,3,1,30%-60%,99,Atmosphere I,no,no,78,39,1
92101,DOWNTOWN,3,1,30%-80%,77,The Helm,no,no,78,39,1
92101,DOWNTOWN,3,1,40%-60%,272,Studio 15,no,no,78,39,1
92101,DOWNTOWN,3,1,50%-60%,76,Parkside Terrace Apartments,no,no,78,39,1
92101,DOWNTOWN,3,1,50%-80%,201,Island Inn,no,yes,78,39,1
92101,DOWNTOWN,3,1,50%-80%,221,J Street Inn,no,yes,78,39,1
92101,DOWNTOWN,3,1,65%-65%,11,Amo Apartments,no,no,78,39,1
92101,DOWNTOWN,3,1,65%-65%,23,Ballpark Village,no,no,78,39,1
92101,UPTOWN,3,0,0%-0%,0,Hawthorne Inn,no,yes,78,39,1
92101,UPTOWN,3,0,0%-0%,0,San Diego Rescue Mission,no,no,78,39,1
92101,UPTOWN,3,0,0%-0%,0,St. Paul's Villas,no,yes,78,39,1
92101,UPTOWN,3,0,0%-0%,0,Vista Balboa Crisis Center,no,yes,78,39,1
92101,UPTOWN,3,0,30%-60%,79,New Palace Hotel,no,yes,78,39,1
92101,UPTOWN,3,0,50%-50%,1,Albatross,no,no,78,39,1
92101,UPTOWN,3,0,50%-50%,1,Truax House,no,no,78,39,1
92101,UPTOWN,3,0,50%-50%,3,Union Street,no,no,78,39,1
92101,UPTOWN,3,0,50%-50%,5,TRU Bankers Hill,no,no,78,39,1
92101,UPTOWN,3,0,50%-50%,33,Parker Kier,no,no,78,39,1
92101,UPTOWN,3,0,50%-60%,46,West Park,no,no,78,39,1
92101,UPTOWN,3,0,50%-60%,150,Westminster Manor,no,no,78,39,1
92101,UPTOWN,3,0,80%-80%,91,Quality Inn,no,no,78,39,1
92101-4253,DOWNTOWN,3,0,50%-60%,130,Hotel Sandford,yes,yes,78,39,1
92101-4255,DOWNTOWN,3,0,50%-50%,16,Mason Hotel,no,yes,78,39,1
92101-4300,DOWNTOWN,3,0,40%-40%,73,Connections Housing,no,no,78,39,1
92101-5512,DOWNTOWN,3,0,30%-60%,248,Celadon 9th & Broadway,no,no,78,39,1
92101-5724,DOWNTOWN,3,0,30%-50%,23,Sunburst Apartments,no,no,78,39,1
92101-6429,DOWNTOWN,3,1,40%-40%,23,Leah Residence,no,no,78,39,1
92101-7374,DOWNTOWN,3,1,50%-65%,134,16th And Market Apartments,no,no,78,39,1
92101-7422,DOWNTOWN,3,0,30%-45%,53,Alpha Square 4%,no,no,78,39,1
92101-7639,DOWNTOWN,3,0,40%-60%,50,Village Place Apartments,no,no,78,39,1
92101-7667,DOWNTOWN,3,0,35%-60%,51,Casa Nueva,no,no,78,39,1
92101-7670,DOWNTOWN,3,0,45%-50%,89,Villa Harvey Mandel,no,no,78,39,1
92101-7847,DOWNTOWN,3,1,30%-40%,62,Cypress Apartments,no,no,78,39,1
92102,DOWNTOWN,3,0,0%-0%,0,Astor Hotel,no,yes,78,39,1
92102,DOWNTOWN,3,0,0%-0%,0,Callan Hotel,no,yes,78,39,1
92102,DOWNTOWN,3,0,0%-0%,0,Wilsonian Apartments,no,yes,78,39,1
92102,ENCANTO NEIGHBORHOODS,4,0,50%-60%,59,Harbor View Villa Apartments,no,no,80,40,1
92102,ENCANTO NEIGHBORHOODS,4,1,30%-60%,42,The Post 310,no,no,80,40,1
92102,ENCANTO NEIGHBORHOODS,4,1,30%-60%,51,Trolley Park Terrace,no,no,80,40,1
92102,ENCANTO NEIGHBORHOODS,4,1,30%-60%,80,Southwest Village,no,no,79,40,1
92102,GREATER GOLDEN HILL,3,0,0%-0%,0,941 26th Street,no,yes,80,39,1
92102,GREATER GOLDEN HILL,3,0,0%-0%,0,1918 Broadway,no,yes,80,39,1
92102,GREATER GOLDEN HILL,3,0,0%-0%,0,1944 Broadway,no,yes,80,39,1
92102,GREATER GOLDEN HILL,3,0,0%-0%,0,2404 F Street,no,yes,80,39,1
92102,GREATER GOLDEN HILL,3,0,0%-0%,0,Nelson-Haven,no,yes,80,39,1
92102,GREATER GOLDEN HILL,3,0,50%-50%,2,Buzz Apartments,no,no,80,39,1
92102,GREATER GOLDEN HILL,3,0,50%-50%,2,Felton Street,no,no,78,39,1
92102,GREATER GOLDEN HILL,3,0,50%-50%,2,Gregory Street,no,no,78,39,1
92102,GREATER GOLDEN HILL,3,0,50%-50%,3,Parker Place,no,no,80,39,1
92102,GREATER GOLDEN HILL,3,0,50%-60%,32,Golden Villa,no,no,78,39,1
92102,GREATER GOLDEN HILL,3,0,50%-120%,8,The Minn,no,no,80,39,1
92102,GREATER GOLDEN HILL,3,0,90%-90%,1,1014 33rd Street ADUs,no,no,80,39,1
92102,GREATER GOLDEN HILL,3,0,90%-90%,1,2330 F Street ADUs,no,no,80,39,1
92102,GREATER GOLDEN HILL,3,0,110%-110%,1,2826 E Street ADUs,no,no,80,39,1
92102,GREATER GOLDEN HILL,3,0,110%-110%,1,Pfeiffer Properties - 23rd Street,no,no,80,39,1
92102,GREATER GOLDEN HILL,3,0,110%-110%,1,Pfeiffer Properties - E Street,no,no,80,39,1
92102,GREATER GOLDEN HILL,3,0,110%-110%,1,The Irving,no,no,80,39,1
92102,GREATER GOLDEN HILL,3,0,110%-110%,2,F Street ADUs,no,no,80,39,1
92102,GREATER GOLDEN HILL,3,0,120%-120%,1,2838 E Street ADU,no,no,80,39,1
92102,GREATER GOLDEN HILL,3,1,50%-50%,1,K Lofts,no,no,80,39,1
92102,GREATER GOLDEN HILL,3,1,65%-65%,2,You Are Here,no,no,80,39,1
92102,MID-CITY:EASTERN AREA,4,0,25%-60%,57,The Allison,no,no,80,40,1
92102,SOUTHEASTERN SAN DIEGO,8,0,0%-0%,0,2904 Market Street,no,yes,80,40,1
92102,SOUTHEASTERN SAN DIEGO,8,0,0%-0%,0,K Street Apartments,no,yes,80,40,1
92102,SOUTHEASTERN SAN DIEGO,8,0,50%-60%,2,Sherman Cosmonaut,no,no,80,40,1
92102,SOUTHEASTERN SAN DIEGO,8,0,50%-60%,20,Garden View I,no,no,80,40,1
92102,SOUTHEASTERN SAN DIEGO,8,1,65%-65%,2,Hueso Building,no,no,80,40,1
92102,SOUTHEASTERN SAN DIEGO,9,0,0%-0%,0,3095 J Street,no,yes,80,40,1
92102,SOUTHEASTERN SAN DIEGO,9,0,50%-50%,3,29th & E St. Offsite Affordable,no,no,80,40,1
92102,SOUTHEASTERN SAN DIEGO,9,0,50%-50%,20,Vista Serena Apartments,no,no,80,40,1
92102,SOUTHEASTERN SAN DIEGO,9,0,50%-120%,4,3167 Market Street,no,no,80,40,1
92102,SOUTHEASTERN SAN DIEGO,9,0,60%-60%,1,Black Contractor's Assoc - 33rd Street,no,no,80,40,1
92102,SOUTHEASTERN SAN DIEGO,9,0,60%-60%,122,Island Gardens,no,no,80,40,1
92102,SOUTHEASTERN SAN DIEGO,9,0,110%-110%,4,3042-3044 J Street,no,no,80,40,1
92102-2174,GREATER GOLDEN HILL,3,0,0%-0%,0,Broadway View Apartments,no,yes,80,39,1
92102-2419,GREATER GOLDEN HILL,3,0,80%-80%,2,3280 A Street,yes,no,78,39,1
92102-4741,ENCANTO NEIGHBORHOODS,4,0,80%-80%,20,4451 Market Street,yes,no,80,40,1
92102;92105,SOUTHEASTERN SAN DIEGO,8,0,45%-60%,41,Grant Heights II,no,no,80,40,1
92103,DOWNTOWN,3,0,0%-0%,0,Golden West Hotel,no,yes,78,39,1
92103,DOWNTOWN,3,0,0%-0%,0,Historic Gaslamp Quarter Hotel,no,yes,78,39,1
92103,DOWNTOWN,3,0,0%-0%,0,Pacifica Hotel,no,yes,78,39,1
92103,NORTH PARK,3,0,0%-0%,0,Embassy Hotel,no,yes,78,39,1
92103,NORTH PARK,3,0,0%-0%,0,Nile Apts,no,yes,78,39,1
92103,NORTH PARK,3,0,50%-50%,1,Georgia Street,no,no,78,39,1
92103,NORTH PARK,3,0,50%-50%,1,Summit on Georgia,no,no,78,39,1
92103,NORTH PARK,3,0,50%-50%,4,Park & Polk,no,no,78,39,1
92103,NORTH PARK,3,0,50%-120%,5,Georgia Modern,no,no,78,39,1
92103,NORTH PARK,3,0,80%-80%,99,First Congregational Memorial Tower,no,no,78,39,1
92103,NORTH PARK,3,0,80%-80%,165,Grace Tower,no,no,78,39,1
92103,NORTH PARK,3,0,80%-80%,205,Cathedral Arms,no,no,78,39,1
92103,NORTH PARK,3,1,30%-30%,30,Winslow,no,no,78,39,1
92103,NORTH PARK,3,1,50%-50%,2,Indiana Street Townhomes,no,no,78,39,1
92103,NORTH PARK,3,1,50%-60%,30,City Scene,no,no,78,39,1
92103,OTAY MESA-NESTOR,8,0,110%-110%,3,1638 Elm Avenue ADUs,no,no,80,40,1
92103,UPTOWN,3,0,0%-0%,0,Friendship Hotel,no,yes,78,39,1
92103,UPTOWN,3,0,30%-30%,2,Harvey Milk Mixed,no,no,78,39,1
92103,UPTOWN,3,0,30%-50%,79,8th Avenue Family Housing,no,no,78,39,1
92103,UPTOWN,3,0,30%-60%,149,Green Manor,no,no,78,39,1
92103,UPTOWN,3,0,40%-40%,3,3935 Normal Street,no,no,78,39,1
92103,UPTOWN,3,0,50%-50%,1,7th & Robinson Micro-Units,no,no,78,39,1
92103,UPTOWN,3,0,50%-50%,1,Juno on Hawk,no,no,78,39,1
92103,UPTOWN,3,0,50%-50%,1,Nest Hillcrest,no,no,78,39,1
92103,UPTOWN,3,0,50%-50%,1,Sparks Apartments,no,no,78,39,1
92103,UPTOWN,3,0,50%-50%,2,Penwood Apartments,no,no,78,39,1
92103,UPTOWN,3,0,50%-50%,2,The Element,no,no,78,39,1
92103,UPTOWN,3,0,50%-50%,2,Uptown Lofts,no,no,78,39,1
92103,UPTOWN,3,0,50%-50%,3,Normal Hillcrest,no,no,78,39,1
92103,UPTOWN,3,0,50%-50%,3,The Fort,no,no,78,39,1
92103,UPTOWN,3,0,50%-50%,3,Washington Crossing,no,no,78,39,1
92103,UPTOWN,3,0,50%-50%,4,Denizen Apartments,no,no,78,39,1
92103,UPTOWN,3,0,50%-50%,5,Broadstone Balboa Park,no,no,78,39,1
92103,UPTOWN,3,0,50%-50%,5,Campus Avenue Apartments,no,no,78,39,1
92103,UPTOWN,3,0,50%-50%,6,Strauss Fifth Avenue Apartments,no,no,78,39,1
92103,UPTOWN,3,0,50%-50%,9,3775 6th Avenue,no,no,78,39,1
92103,UPTOWN,3,0,50%-50%,9,MODE Apartments,no,no,78,39,1
92103,UPTOWN,3,0,50%-50%,14,Camden Hillcrest,no,no,78,39,1
92103,UPTOWN,3,0,50%-50%,15,Big Sister League Residency,no,no,78,39,1
92103,UPTOWN,3,0,50%-50%,22,3501 1st Avenue,yes,no,78,39,1
92103,UPTOWN,3,0,50%-50%,22,Mercy Gardens,no,no,78,39,1
92103,UPTOWN,3,0,50%-50%,24,4131 Maryland Street,yes,no,78,39,1
92103,UPTOWN,3,0,50%-50%,99,Trinity Manor,no,no,78,39,1
92103,UPTOWN,3,0,50%-60%,3,The Richmond,no,no,78,39,1
92103,UPTOWN,3,0,50%-120%,5,3660 Reynard Way,no,no,78,39,1
92103,UPTOWN,3,0,50%-120%,5,The Sasan,no,no,78,39,1
92103,UPTOWN,3,0,50%-120%,8,Raintree - Treehouse,no,no,78,39,1
92103,UPTOWN,3,0,50%-120%,11,3843 8th Avenue,no,no,78,39,1
92103,UPTOWN,3,0,50%-120%,11,Secoya on Fifth,no,no,78,39,1
92103,UPTOWN,3,0,60%-60%,2,Reynard Way Apartments,no,no,78,39,1
92103,UPTOWN,3,0,80%-80%,12,3912 Albatross Street,no,no,78,39,1
92103,UPTOWN,3,0,110%-110%,1,2717 Columbia Street ADUs,no,no,78,39,1
92103,UPTOWN,3,0,110%-110%,1,Sutter Street ADU,no,no,78,39,1
92103,UPTOWN,3,0,110%-110%,3,Arbor Drive ADUs,no,no,78,39,1
92103,UPTOWN,3,0,110%-110%,4,Duplet on Robinson,no,no,78,39,1
92103,UPTOWN,3,1,50%-50%,2,3953 1st Avenue,no,no,78,39,1
92103,UPTOWN,3,1,50%-50%,2,Hillcrest Centre Street Lofts,no,no,78,39,1
92103,UPTOWN,3,1,50%-50%,3,Crest Urban,no,no,78,39,1
92103,UPTOWN,3,1,50%-50%,4,Mr. Robinson Apartments,no,no,78,39,1
92103,UPTOWN,3,1,50%-50%,4,The Louie,no,no,78,39,1
92103,UPTOWN,3,1,50%-50%,8,Paseo De Mission Hills,no,no,78,39,1
92103,UPTOWN,3,1,65%-65%,1,Punta Paloma,no,no,78,39,1
92103-4224,UPTOWN,3,0,80%-150%,45,Hillcrest Inn,yes,yes,78,39,1
92104,GREATER GOLDEN HILL,3,0,50%-50%,18,Hawthorn Two Apartments,no,no,78,39,1
92104,GREATER GOLDEN HILL,3,0,50%-60%,13,Hawthorn Apartments,no,no,78,39,1
92104,GREATER GOLDEN HILL,3,0,80%-80%,4,3081 Hawthorn Street,yes,no,78,39,1
92104,MID-CITY:CITY HEIGHTS,9,0,50%-50%,19,Parkway Apartments,no,no,80,40,1
92104,MID-CITY:CITY HEIGHTS,9,0,50%-50%,32,Park Place,no,no,78,40,1
92104,MID-CITY:CITY HEIGHTS,9,0,80%-80%,5,3850 Cherokee Avenue,yes,no,80,40,1
92104,MID-CITY:CITY HEIGHTS,9,0,80%-80%,5,4043 Wilson Avenue,yes,no,78,40,1
92104,MID-CITY:CITY HEIGHTS,9,0,80%-80%,5,4254 36th Street,yes,no,78,40,1
92104,MID-CITY:NORMAL HEIGHTS,9,0,80%-80%,5,4360 Cherokee Avenue,yes,no,78,39,1
92104,MID-CITY:NORMAL HEIGHTS,9,0,80%-80%,5,4729 32nd Street,yes,no,78,39,1
92104,MID-CITY:NORMAL HEIGHTS,9,0,110%-110%,3,4343 Bancroft Street ADUs,no,no,78,39,1
92104,NORTH PARK,3,0,0%-0%,0,2608 University Avenue,no,yes,78,39,1
92104,NORTH PARK,3,0,30%-50%,94,Renaissance Senior Apartments,no,no,78,39,1
92104,NORTH PARK,3,0,30%-60%,66,Alabama Manor,no,no,78,39,1
92104,NORTH PARK,3,0,30%-60%,117,Iowa Street Senior Housing,no,no,78,39,1
92104,NORTH PARK,3,0,35%-35%,3,The Abington North Park,no,no,78,39,1
92104,NORTH PARK,3,0,50%-50%,1,4130 Louisiana Street,no,no,78,39,1
92104,NORTH PARK,3,0,50%-50%,1,Bancroft Garden Apartment Homes,no,no,78,39,1
92104,NORTH PARK,3,0,50%-50%,1,Charlee Lofts,no,no,78,39,1
92104,NORTH PARK,3,0,50%-50%,1,Elevon Lofts,no,no,78,39,1
92104,NORTH PARK,3,0,50%-50%,1,Summit on Iowa,no,no,78,39,1
92104,NORTH PARK,3,0,50%-50%,2,Exotic Gardens,no,no,78,39,1
92104,NORTH PARK,3,0,50%-50%,2,Nok Nok North Park,no,no,78,39,1
92104,NORTH PARK,3,0,50%-50%,2,The Louisiana,no,no,78,39,1
92104,NORTH PARK,3,0,50%-50%,2,The Residences at 3954 Kansas,no,no,78,39,1
92104,NORTH PARK,3,0,50%-50%,2,Utah Street Apartments,no,no,78,39,1
92104,NORTH PARK,3,0,50%-50%,3,Earnest Lofts,no,no,78,39,1
92104,NORTH PARK,3,0,50%-50%,3,Jackwill Flats,no,no,78,39,1
92104,NORTH PARK,3,0,50%-50%,3,Kansas Modern,no,no,78,39,1
92104,NORTH PARK,3,0,50%-50%,3,n-B-tween,no,no,78,39,1
92104,NORTH PARK,3,0,50%-50%,3,The Aidn,no,no,78,39,1
92104,NORTH PARK,3,0,50%-50%,3,The Jackson (Mix 30th),no,no,78,39,1
92104,NORTH PARK,3,0,50%-50%,5,North Park Community Corner (NPCC),no,no,78,39,1
92104,NORTH PARK,3,0,50%-50%,5,Ollie,no,no,78,39,1
92104,NORTH PARK,3,0,50%-50%,8,3918 Mississippi,no,no,78,39,1
92104,NORTH PARK,3,0,50%-80%,60,One Mississippi,no,no,78,39,1
92104,NORTH PARK,3,0,50%-120%,5,Howard Apartments,no,no,78,39,1
92104,NORTH PARK,3,0,50%-120%,6,3943 Oregon Street,no,no,78,39,1
92104,NORTH PARK,3,0,60%-60%,1,2828 Howard Avenue,no,no,78,39,1
92104,NORTH PARK,3,0,65%-65%,4,Habitat On 31st,no,no,78,39,1
92104,NORTH PARK,3,0,80%-80%,4,4080 Arizona Street,yes,no,78,39,1
92104,NORTH PARK,3,0,80%-80%,5,2932 30th Street,yes,no,78,39,1
92104,NORTH PARK,3,0,80%-80%,5,3012 30th Street,yes,no,78,39,1
92104,NORTH PARK,3,0,80%-80%,5,3217 30th Street,yes,no,78,39,1
92104,NORTH PARK,3,0,80%-80%,8,3755 Alabama Street,yes,no,78,39,1
92104,NORTH PARK,3,0,80%-80%,8,4081 Florida Street,yes,no,78,39,1
92104,NORTH PARK,3,0,80%-80%,8,4352 Oregon Street,yes,no,78,39,1
92104,NORTH PARK,3,0,80%-80%,8,4381 Louisiana Street,yes,no,78,39,1
92104,NORTH PARK,3,0,80%-80%,14,3974 Bancroft Street,yes,no,78,39,1
92104,NORTH PARK,3,0,110%-110%,1,31st Street ADUs,no,no,78,39,1
92104,NORTH PARK,3,0,110%-110%,1,Grim Avenue ADUs,no,no,78,39,1
92104,NORTH PARK,3,1,30%-65%,69,Arbor Terrace,no,no,78,39,1
92104,NORTH PARK,3,1,50%-50%,2,The North Parker,no,no,78,39,1
92104,NORTH PARK,3,1,50%-50%,3,You Got Mail,no,no,78,39,1
92104,NORTH PARK,3,1,50%-50%,8,4135 Texas Street,no,no,78,39,1
92104,NORTH PARK,3,1,50%-60%,75,North Park Seniors Apartments,no,no,78,39,1
92104,NORTH PARK,3,1,50%-60%,82,Kalos Apartments,no,no,78,39,1
92104,UPTOWN,3,0,50%-50%,1,Brant Street Lofts,no,no,78,39,1
92104-1392,NORTH PARK,3,1,30%-40%,23,The Boulevard Apartments,no,no,78,39,1
92104-2367,MID-CITY:CITY HEIGHTS,9,0,80%-80%,8,4054 Cherokee Avenue,yes,no,78,40,1
92104-2809,NORTH PARK,3,0,30%-60%,17,Pathfinders of San Diego,no,yes,78,39,1
92104-3107,MID-CITY:CITY HEIGHTS,9,0,50%-50%,8,Townspeople Wilson Avenue Apartments,no,no,80,40,1
92104-3914,MID-CITY:CITY HEIGHTS,9,0,80%-80%,4,3755 Swift Avenue,yes,no,80,40,1
92104-4609,NORTH PARK,3,0,50%-60%,3,Herman Avenue,no,no,78,39,1
92104-4634,NORTH PARK,3,0,50%-60%,3,Redwood Street,no,no,78,39,1
92104-4653,NORTH PARK,3,0,80%-80%,8,3350 Grim Avenue,yes,no,78,39,1
92104-4968,NORTH PARK,3,0,80%-80%,5,3030 30th Street,yes,no,78,39,1
92104-5657,GREATER GOLDEN HILL,3,0,80%-80%,5,3125 Ivy Street,yes,no,78,39,1
92105,MID-CITY:CITY HEIGHTS,4,0,50%-60%,99,Regency Centre Apartments,no,no,80,40,1
92105,MID-CITY:CITY HEIGHTS,9,0,0%-0%,0,3833 Estrella Street,no,yes,80,40,1
92105,MID-CITY:CITY HEIGHTS,9,0,0%-0%,0,4057 Marlborough Street,no,yes,80,40,1
92105,MID-CITY:CITY HEIGHTS,9,0,0%-0%,0,Stepping Stone Central Recovery Center,no,no,80,40,1
92105,MID-CITY:CITY HEIGHTS,9,0,30%-60%,39,Juniper Gardens,no,no,80,40,1
92105,MID-CITY:CITY HEIGHTS,9,0,45%-50%,118,Metro Villas,no,no,80,40,1
