Address: Postal Code,Community Plan,District,Inclusionary Count,Most Restrictive AMI Range,Number of Affordable Units,Property Name,SDHC Owned,SRO,State Assembly District,State Senate District,Count of Data Export_Summary 2.csv
92173,SAN YSIDRO,8,1,30%-50%,79,Verbena Apartments,no,no,80,40,1
92173,SAN YSIDRO,8,1,30%-60%,44,El Pedregal,no,no,80,40,1
92173,SAN YSIDRO,8,1,50%-60%,137,Paseo La Paz,no,no,80,40,1
92173,SAN YSIDRO,8,1,50%-60%,395,Villa Nueva Apartments,no,no,80,40,1
92173,SAN YSIDRO,8,1,60%-60%,2,Raintree Terrace,no,no,80,40,1
92173-2152,SAN YSIDRO,8,0,80%-80%,66,2005 Alaquinas Dr,yes,no,80,40,1
92173-2901,SAN YSIDRO,8,0,80%-80%,71,178 Calle Primera,yes,no,80,40,1
92173-2942,SAN YSIDRO,8,0,80%-80%,41,391 Sycamore Road,yes,no,80,40,1
92173-2948,SAN YSIDRO,8,0,80%-80%,24,402 Sycamore Road,yes,no,80,40,1
92173-2997,SAN YSIDRO,8,0,80%-80%,24,281 Sycamore Road,yes,no,80,40,1
