,B25071_001E,B25071_001EA,B25071_001M,B25071_001MA,GEO_ID,NAME,state,county,tract
638,28.7,,1.8,,1400000US06073019904,,06,073,019904
639,28.3,,14.9,,1400000US06073019905,,06,073,019905
640,17.2,,10.8,,1400000US06073020015,,06,073,020015
641,48.1,,10.9,,1400000US06073020017,,06,073,020017
642,41.3,,13.9,,1400000US06073020019,,06,073,020019
643,43.7,,14.2,,1400000US06073020021,,06,073,020021
644,25.6,,10.9,,1400000US06073020023,,06,073,020023
645,51.0,50.0+,-333333333.0,***,1400000US06073020024,,06,073,020024
646,47.3,,8.0,,1400000US06073020025,,06,073,020025
647,27.2,,3.9,,1400000US06073020026,,06,073,020026
648,38.3,,7.7,,1400000US06073020028,,06,073,020028
649,36.6,,6.6,,1400000US06073020029,,06,073,020029
650,45.3,,8.4,,1400000US06073020030,,06,073,020030
651,36.4,,20.4,,1400000US06073020031,,06,073,020031
652,25.1,,7.0,,1400000US06073020032,,06,073,020032
653,30.1,,6.0,,1400000US06073020033,,06,073,020033
654,51.0,50.0+,-333333333.0,***,1400000US06073020034,,06,073,020034
655,25.1,,25.7,,1400000US06073020035,,06,073,020035
656,31.9,,3.5,,1400000US06073020036,,06,073,020036
657,28.9,,19.2,,1400000US06073020037,,06,073,020037
658,43.5,,35.6,,1400000US06073020038,,06,073,020038
659,38.0,,15.6,,1400000US06073020039,,06,073,020039
660,47.9,,17.5,,1400000US06073020040,,06,073,020040
661,37.5,,3.9,,1400000US06073020041,,06,073,020041
662,36.1,,23.7,,1400000US06073020042,,06,073,020042
663,38.6,,43.4,,1400000US06073020043,,06,073,020043
664,31.6,,5.4,,1400000US06073020044,,06,073,020044
665,29.2,,18.2,,1400000US06073020105,,06,073,020105
666,37.7,,22.1,,1400000US06073020106,,06,073,020106
667,29.6,,13.3,,1400000US06073020107,,06,073,020107
668,44.6,,6.2,,1400000US06073020108,,06,073,020108
669,35.7,,5.2,,1400000US06073020109,,06,073,020109
670,29.8,,20.4,,1400000US06073020110,,06,073,020110
671,27.6,,17.3,,1400000US06073020111,,06,073,020111
672,43.0,,4.8,,1400000US06073020202,,06,073,020202
673,37.1,,3.2,,1400000US06073020206,,06,073,020206
674,32.5,,9.8,,1400000US06073020207,,06,073,020207
675,42.9,,44.7,,1400000US06073020208,,06,073,020208
676,35.6,,9.3,,1400000US06073020209,,06,073,020209
677,28.7,,5.4,,1400000US06073020210,,06,073,020210
678,38.4,,5.1,,1400000US06073020211,,06,073,020211
679,42.0,,9.7,,1400000US06073020213,,06,073,020213
680,37.2,,5.8,,1400000US06073020214,,06,073,020214
681,31.3,,22.2,,1400000US06073020304,,06,073,020304
682,33.7,,10.0,,1400000US06073020305,,06,073,020305
683,42.9,,14.7,,1400000US06073020308,,06,073,020308
684,24.3,,4.5,,1400000US06073020309,,06,073,020309
685,38.8,,18.8,,1400000US06073020310,,06,073,020310
686,51.0,50.0+,-333333333.0,***,1400000US06073020311,,06,073,020311
687,32.9,,1.4,,1400000US06073020312,,06,073,020312
688,46.2,,16.9,,1400000US06073020313,,06,073,020313
689,44.1,,19.2,,1400000US06073020401,,06,073,020401
690,51.0,50.0+,-333333333.0,***,1400000US06073020403,,06,073,020403
691,32.0,,2.9,,1400000US06073020404,,06,073,020404
692,26.1,,13.1,,1400000US06073020405,,06,073,020405
693,28.5,,9.2,,1400000US06073020500,,06,073,020500
694,51.0,50.0+,-333333333.0,***,1400000US06073020601,,06,073,020601
695,35.4,,4.2,,1400000US06073020602,,06,073,020602
696,28.0,,2.3,,1400000US06073020705,,06,073,020705
697,51.0,50.0+,-333333333.0,***,1400000US06073020706,,06,073,020706
698,36.9,,5.1,,1400000US06073020707,,06,073,020707
699,22.1,,7.0,,1400000US06073020708,,06,073,020708
700,18.3,,2.7,,1400000US06073020710,,06,073,020710
701,44.5,,28.4,,1400000US06073020711,,06,073,020711
702,23.4,,28.1,,1400000US06073020712,,06,073,020712
703,24.0,,4.4,,1400000US06073020801,,06,073,020801
704,27.8,,17.6,,1400000US06073020805,,06,073,020805
705,47.7,,15.6,,1400000US06073020806,,06,073,020806
706,51.0,50.0+,-333333333.0,***,1400000US06073020807,,06,073,020807
707,43.3,,37.3,,1400000US06073020810,,06,073,020810
708,13.7,,15.2,,1400000US06073020811,,06,073,020811
709,23.5,,8.6,,1400000US06073020812,,06,073,020812
710,51.0,50.0+,-333333333.0,***,1400000US06073020813,,06,073,020813
711,14.0,,78.8,,1400000US06073020902,,06,073,020902
712,38.6,,7.7,,1400000US06073020903,,06,073,020903
713,31.5,,19.3,,1400000US06073020904,,06,073,020904
714,25.0,,22.3,,1400000US06073021001,,06,073,021001
715,14.5,,12.0,,1400000US06073021002,,06,073,021002
716,46.6,,23.8,,1400000US06073021101,,06,073,021101
717,34.4,,13.3,,1400000US06073021102,,06,073,021102
718,25.5,,3.7,,1400000US06073021202,,06,073,021202
719,22.3,,23.3,,1400000US06073021204,,06,073,021204
720,35.6,,7.6,,1400000US06073021205,,06,073,021205
721,33.3,,27.2,,1400000US06073021206,,06,073,021206
722,51.0,50.0+,-333333333.0,***,1400000US06073021302,,06,073,021302
723,24.0,,60.1,,1400000US06073021304,,06,073,021304
724,29.4,,29.2,,1400000US06073021305,,06,073,021305
725,20.9,,4.8,,1400000US06073021306,,06,073,021306
726,38.3,,9.5,,1400000US06073021401,,06,073,021401
727,27.3,,6.0,,1400000US06073021402,,06,073,021402
728,20.6,,2.8,,1400000US06073021501,,06,073,021501
729,34.5,,8.5,,1400000US06073021502,,06,073,021502
730,39.6,,10.4,,1400000US06073021600,,06,073,021600
731,36.7,,14.1,,1400000US06073021800,,06,073,021800
732,35.3,,12.2,,1400000US06073021900,,06,073,021900
733,32.0,,15.3,,1400000US06073022000,,06,073,022000
734,25.3,,5.3,,1400000US06073022101,,06,073,022101
735,33.0,,5.3,,1400000US06073022102,,06,073,022102
736,-666666666.0,-,-222222222.0,**,1400000US06073990100,,06,073,990100
